source_id,relation,target_id,weight,source,target
N1062,associated_with,N1786,3,hypertrophy,amines
N1062,associated_with,N1792,1,hypertrophy,minoxidil
N1062,associated_with,N18,1,hypertrophy,syndrome
N1062,associated_with,N1802,2,hypertrophy,depression
N1062,associated_with,N1843,1,hypertrophy,vital capacity
N1062,associated_with,N1892,4,hypertrophy,rna
N1062,associated_with,N19,1,hypertrophy,animals
N1062,associated_with,N1920,28,hypertrophy,ear
N1062,associated_with,N200,1,hypertrophy,calcium
N1062,associated_with,N2011,3,hypertrophy,air
N1062,associated_with,N2084,1,hypertrophy,emphysema
N1062,associated_with,N21,1,hypertrophy,cyclic amp
N1062,associated_with,N2111,2,hypertrophy,cells
N1062,associated_with,N2165,2,hypertrophy,dilatation
N1062,associated_with,N217,13,hypertrophy,blood pressure
N1062,associated_with,N22,1,hypertrophy,cyclic gmp
N1062,associated_with,N2228,3,hypertrophy,rest
N1062,associated_with,N2266,1,hypertrophy,cataract
N1062,associated_with,N2324,1,hypertrophy,cadmium
N1062,associated_with,N237,1,hypertrophy,pregnancy
N1062,associated_with,N2382,1,hypertrophy,pulmonary valve
N1062,associated_with,N24,1,hypertrophy,hypoxia
N1062,associated_with,N245,1,hypertrophy,norepinephrine
N1062,associated_with,N247,1,hypertrophy,sodium
N1062,associated_with,N2539,3,hypertrophy,plasma
N1062,associated_with,N2557,15,hypertrophy,ions
N1062,associated_with,N26,2,hypertrophy,male
N1062,associated_with,N2618,2,hypertrophy,thyroxine
N1062,associated_with,N275,1,hypertrophy,diabetes mellitus
N1062,associated_with,N2755,1,hypertrophy,thyroid hormones
N1062,associated_with,N2758,1,hypertrophy,hyperparathyroidism
N1062,associated_with,N280,1,hypertrophy,isoproterenol
N1062,associated_with,N2827,1,hypertrophy,enzymes
N1062,associated_with,N2878,2,hypertrophy,proteinuria
N1062,associated_with,N29,5,hypertrophy,myocardium
N1062,associated_with,N292,1,hypertrophy,thrombosis
N1062,associated_with,N294,1,hypertrophy,vasodilation
N1062,associated_with,N2959,2,hypertrophy,urine
N1062,associated_with,N30,5,hypertrophy,rats
N1062,associated_with,N3016,16,hypertrophy,patients
N1062,associated_with,N304,1,hypertrophy,body weight
N1062,associated_with,N3086,1,hypertrophy,water
N1062,associated_with,N3112,1,hypertrophy,albuminuria
N1062,associated_with,N32,2,hypertrophy,adult
N1062,associated_with,N3225,1,hypertrophy,hand
N1062,associated_with,N3230,5,hypertrophy,work
N1062,associated_with,N328,2,hypertrophy,smoking
N1062,associated_with,N3288,3,hypertrophy,lip
N1062,associated_with,N330,1,hypertrophy,hemodynamics
N1062,associated_with,N3478,4,hypertrophy,light
N1062,associated_with,N352,1,hypertrophy,sclerosis
N1062,associated_with,N3537,19,hypertrophy,pressure
N1062,associated_with,N3599,1,hypertrophy,nervous system
N1062,associated_with,N360,2,hypertrophy,prognosis
N1062,associated_with,N3638,2,hypertrophy,risk factors
N1062,associated_with,N3693,5,hypertrophy,exercise
N1062,associated_with,N37,21,hypertrophy,heart
N1062,associated_with,N374,2,hypertrophy,diet
N1062,associated_with,N3763,1,hypertrophy,coronary artery disease
N1062,associated_with,N3768,3,hypertrophy,incidence
N1062,associated_with,N3792,1,hypertrophy,body mass index
N1062,associated_with,N3793,1,hypertrophy,cations
N1062,associated_with,N3897,7,hypertrophy,fibrosis
N1062,associated_with,N39,3,hypertrophy,myocardial infarction
N1062,associated_with,N392,3,hypertrophy,lung
N1062,associated_with,N3933,1,hypertrophy,hypertriglyceridemia
N1062,associated_with,N3963,1,hypertrophy,double outlet right ventricle
N1062,associated_with,N3973,1,hypertrophy,lipid a
N1062,associated_with,N413,1,hypertrophy,oxygen consumption
N1062,associated_with,N4166,2,hypertrophy,reperfusion
N1062,associated_with,N42,10,hypertrophy,tin
N1062,associated_with,N420,1,hypertrophy,dna
N1062,associated_with,N4229,1,hypertrophy,eye
N1062,associated_with,N4235,14,hypertrophy,disease
N1062,associated_with,N432,2,hypertrophy,ischemia
N1062,associated_with,N4375,1,hypertrophy,l cells
N1062,associated_with,N4521,2,hypertrophy,hip
N1062,associated_with,N4584,1,hypertrophy,laboratories
N1062,associated_with,N46,7,hypertrophy,risk
N1062,associated_with,N465,1,hypertrophy,heart diseases
N1062,associated_with,N47,1,hypertrophy,epinephrine
N1062,associated_with,N49,22,hypertrophy,hypertension
N1062,associated_with,N4911,2,hypertrophy,radius
N1062,associated_with,N494,3,hypertrophy,perfusion
N1062,associated_with,N499,1,hypertrophy,ventricular fibrillation
N1062,associated_with,N505,1,hypertrophy,cardiomegaly
N1062,associated_with,N510,1,hypertrophy,swimming
N1062,associated_with,N5110,3,hypertrophy,lead
N1062,associated_with,N5215,1,hypertrophy,hydrogen
N1062,associated_with,N5314,1,hypertrophy,pneumoconiosis
N1062,associated_with,N5344,3,hypertrophy,death
N1062,associated_with,N535,3,hypertrophy,vascular resistance
N1062,associated_with,N5360,2,hypertrophy,sex
N1062,associated_with,N539,2,hypertrophy,lung diseases
N1062,associated_with,N5407,1,hypertrophy,macular degeneration
N1062,associated_with,N5678,2,hypertrophy,affect
N1062,associated_with,N576,1,hypertrophy,tachycardia
N1062,associated_with,N596,1,hypertrophy,insulin
N1062,associated_with,N597,1,hypertrophy,insulin resistance
N1062,associated_with,N605,1,hypertrophy,cytoplasm
N1062,associated_with,N6073,1,hypertrophy,atrial natriuretic factor
N1062,associated_with,N6101,1,hypertrophy,nose
N1062,associated_with,N6337,1,hypertrophy,radio
N1062,associated_with,N644,1,hypertrophy,hormones
N1062,associated_with,N661,1,hypertrophy,sympathetic nervous system
N1062,associated_with,N6762,1,hypertrophy,reading
N1062,associated_with,N693,1,hypertrophy,methyldopa
N1062,associated_with,N704,1,hypertrophy,pulmonary artery
N1062,associated_with,N710,1,hypertrophy,hyperthyroidism
N1062,associated_with,N720,5,hypertrophy,heart failure
N1062,associated_with,N74,3,hypertrophy,collagen
N1062,associated_with,N7740,2,hypertrophy,relaxation
N1062,associated_with,N779,2,hypertrophy,catecholamines
N1062,associated_with,N806,2,hypertrophy,face
N1062,associated_with,N855,6,hypertrophy,pons
N1062,associated_with,N886,1,hypertrophy,morbidity
N1062,associated_with,N897,1,hypertrophy,cardiomyopathies
N1062,associated_with,N900,6,hypertrophy,ether
N1062,associated_with,N981,1,hypertrophy,sarcolemma
N1062,causes,N1056,1,hypertrophy,growth
N1062,causes,N106,1,hypertrophy,arteries
N1062,causes,N1095,1,hypertrophy,membranes
N1062,causes,N1162,1,hypertrophy,iron
N1062,causes,N1244,1,hypertrophy,oxygen
N1062,causes,N125,1,hypertrophy,child
N1062,causes,N1263,1,hypertrophy,myofibrils
N1062,causes,N131,1,hypertrophy,adenosine
N1062,causes,N1504,1,hypertrophy,pindolol
N1062,causes,N1618,1,hypertrophy,mitral valve
N1062,causes,N162,1,hypertrophy,connective tissue
N1062,causes,N1643,1,hypertrophy,actomyosin
N1062,causes,N1651,1,hypertrophy,veins
N1062,causes,N1786,1,hypertrophy,amines
N1062,causes,N18,2,hypertrophy,syndrome
N1062,causes,N1892,1,hypertrophy,rna
N1062,causes,N19,1,hypertrophy,animals
N1062,causes,N190,1,hypertrophy,aorta
N1062,causes,N1917,1,hypertrophy,creatine
N1062,causes,N1920,13,hypertrophy,ear
N1062,causes,N20,1,hypertrophy,coronary disease
N1062,causes,N2011,1,hypertrophy,air
N1062,causes,N2012,2,hypertrophy,compliance
N1062,causes,N2084,1,hypertrophy,emphysema
N1062,causes,N2111,1,hypertrophy,cells
N1062,causes,N2165,2,hypertrophy,dilatation
N1062,causes,N2228,1,hypertrophy,rest
N1062,causes,N2297,2,hypertrophy,adrenergic agents
N1062,causes,N2557,4,hypertrophy,ions
N1062,causes,N26,1,hypertrophy,male
N1062,causes,N2618,1,hypertrophy,thyroxine
N1062,causes,N2632,1,hypertrophy,silver
N1062,causes,N280,3,hypertrophy,isoproterenol
N1062,causes,N29,2,hypertrophy,myocardium
N1062,causes,N296,1,hypertrophy,cardiac output
N1062,causes,N30,2,hypertrophy,rats
N1062,causes,N3016,5,hypertrophy,patients
N1062,causes,N302,1,hypertrophy,adolescent
N1062,causes,N304,1,hypertrophy,body weight
N1062,causes,N3230,1,hypertrophy,work
N1062,causes,N3288,2,hypertrophy,lip
N1062,causes,N330,1,hypertrophy,hemodynamics
N1062,causes,N3478,1,hypertrophy,light
N1062,causes,N3537,5,hypertrophy,pressure
N1062,causes,N3668,1,hypertrophy,gold
N1062,causes,N3693,2,hypertrophy,exercise
N1062,causes,N37,8,hypertrophy,heart
N1062,causes,N3768,2,hypertrophy,incidence
N1062,causes,N3851,1,hypertrophy,deferoxamine
N1062,causes,N3897,1,hypertrophy,fibrosis
N1062,causes,N4,1,hypertrophy,hemangioma
N1062,causes,N4055,1,hypertrophy,asia
N1062,causes,N408,1,hypertrophy,adenosine triphosphate
N1062,causes,N415,1,hypertrophy,phosphocreatine
N1062,causes,N4166,1,hypertrophy,reperfusion
N1062,causes,N42,9,hypertrophy,tin
N1062,causes,N420,1,hypertrophy,dna
N1062,causes,N4235,3,hypertrophy,disease
N1062,causes,N432,1,hypertrophy,ischemia
N1062,causes,N4385,1,hypertrophy,genes
N1062,causes,N486,1,hypertrophy,liver
N1062,causes,N49,4,hypertrophy,hypertension
N1062,causes,N494,2,hypertrophy,perfusion
N1062,causes,N508,1,hypertrophy,hyperplasia
N1062,causes,N510,1,hypertrophy,swimming
N1062,causes,N5110,7,hypertrophy,lead
N1062,causes,N5352,1,hypertrophy,running
N1062,causes,N5360,1,hypertrophy,sex
N1062,causes,N54,1,hypertrophy,methods
N1062,causes,N5678,1,hypertrophy,affect
N1062,causes,N584,1,hypertrophy,varicose veins
N1062,causes,N704,1,hypertrophy,pulmonary artery
N1062,causes,N710,1,hypertrophy,hyperthyroidism
N1062,causes,N720,2,hypertrophy,heart failure
N1062,causes,N7304,2,hypertrophy,traction
N1062,causes,N74,1,hypertrophy,collagen
N1062,causes,N7617,1,hypertrophy,association
N1062,causes,N779,1,hypertrophy,catecholamines
N1062,causes,N806,1,hypertrophy,face
N1062,causes,N855,2,hypertrophy,pons
N1062,causes,N897,1,hypertrophy,cardiomyopathies
N1062,increases_risk_of,N1326,4,hypertrophy,mortality
N1062,increases_risk_of,N1920,2,hypertrophy,ear
N1062,increases_risk_of,N2228,1,hypertrophy,rest
N1062,increases_risk_of,N3016,1,hypertrophy,patients
N1062,increases_risk_of,N3537,1,hypertrophy,pressure
N1062,increases_risk_of,N37,1,hypertrophy,heart
N1062,increases_risk_of,N4235,2,hypertrophy,disease
N1062,increases_risk_of,N46,7,hypertrophy,risk
N1062,increases_risk_of,N49,3,hypertrophy,hypertension
N1062,increases_risk_of,N5344,4,hypertrophy,death
N1062,increases_risk_of,N720,1,hypertrophy,heart failure
N1062,increases_risk_of,N886,3,hypertrophy,morbidity
N1062,treated_by,N1285,3,hypertrophy,blood
N1062,treated_by,N1350,1,hypertrophy,captopril
N1062,treated_by,N1712,1,hypertrophy,corticosterone
N1062,treated_by,N1742,2,hypertrophy,verapamil
N1062,treated_by,N1792,1,hypertrophy,minoxidil
N1062,treated_by,N1920,2,hypertrophy,ear
N1062,treated_by,N200,1,hypertrophy,calcium
N1062,treated_by,N217,3,hypertrophy,blood pressure
N1062,treated_by,N222,1,hypertrophy,propranolol
N1062,treated_by,N255,1,hypertrophy,desoxycorticosterone
N1062,treated_by,N2557,1,hypertrophy,ions
N1062,treated_by,N26,1,hypertrophy,male
N1062,treated_by,N294,1,hypertrophy,vasodilation
N1062,treated_by,N2966,1,hypertrophy,enzyme inhibitors
N1062,treated_by,N30,3,hypertrophy,rats
N1062,treated_by,N3016,2,hypertrophy,patients
N1062,treated_by,N332,1,hypertrophy,timolol
N1062,treated_by,N3537,4,hypertrophy,pressure
N1062,treated_by,N3641,1,hypertrophy,prevalence
N1062,treated_by,N37,2,hypertrophy,heart
N1062,treated_by,N374,2,hypertrophy,diet
N1062,treated_by,N42,4,hypertrophy,tin
N1062,treated_by,N49,1,hypertrophy,hypertension
N1062,treated_by,N5370,1,hypertrophy,uracil
N1062,treated_by,N6920,1,hypertrophy,food
N1062,treated_by,N74,1,hypertrophy,collagen
N1062,treated_by,N900,1,hypertrophy,ether
N1063,associated_with,N1920,1,cavernous sinus,ear
N1063,associated_with,N3016,1,cavernous sinus,patients
N1063,associated_with,N33,1,cavernous sinus,aged
N1063,associated_with,N3710,1,cavernous sinus,behavior
N1063,associated_with,N379,1,cavernous sinus,aneurysm
N1063,associated_with,N433,1,cavernous sinus,leg
N1063,associated_with,N451,1,cavernous sinus,ophthalmoplegia
N1064,causes,N1186,1,oculomotor nerve,infarction
N1064,causes,N2557,1,oculomotor nerve,ions
N1065,associated_with,N108,1,thromboxane b2,cholesterol
N1065,associated_with,N1285,1,thromboxane b2,blood
N1065,associated_with,N138,1,thromboxane b2,hypercholesterolemia
N1065,associated_with,N1657,1,thromboxane b2,fibrin
N1065,associated_with,N217,1,thromboxane b2,blood pressure
N1065,associated_with,N2539,1,thromboxane b2,plasma
N1065,associated_with,N3537,1,thromboxane b2,pressure
N1065,associated_with,N374,1,thromboxane b2,diet
N1065,associated_with,N42,2,thromboxane b2,tin
N1065,associated_with,N432,1,thromboxane b2,ischemia
N1065,associated_with,N4510,1,thromboxane b2,fibrinopeptide a
N1065,associated_with,N454,1,thromboxane b2,heparin
N1065,associated_with,N6475,1,thromboxane b2,myocardial ischemia
N107,associated_with,N1193,1,arteriosclerosis,pulse
N107,associated_with,N1225,1,arteriosclerosis,fibrinolysis
N107,associated_with,N1285,2,arteriosclerosis,blood
N107,associated_with,N1657,1,arteriosclerosis,fibrin
N107,associated_with,N2447,1,arteriosclerosis,dementia
N107,associated_with,N2539,1,arteriosclerosis,plasma
N107,associated_with,N2557,2,arteriosclerosis,ions
N107,associated_with,N283,1,arteriosclerosis,blood coagulation
N107,associated_with,N3016,1,arteriosclerosis,patients
N107,associated_with,N3361,1,arteriosclerosis,sound
N107,associated_with,N352,4,arteriosclerosis,sclerosis
N107,associated_with,N3638,1,arteriosclerosis,risk factors
N107,associated_with,N4235,1,arteriosclerosis,disease
N107,associated_with,N432,1,arteriosclerosis,ischemia
N107,associated_with,N46,1,arteriosclerosis,risk
N107,associated_with,N49,1,arteriosclerosis,hypertension
N107,associated_with,N621,1,arteriosclerosis,brain
N107,causes,N1793,1,arteriosclerosis,autoimmune diseases
N107,causes,N352,1,arteriosclerosis,sclerosis
N107,causes,N369,1,arteriosclerosis,aging
N107,causes,N42,1,arteriosclerosis,tin
N107,causes,N4235,1,arteriosclerosis,disease
N107,causes,N4385,1,arteriosclerosis,genes
N107,increases_risk_of,N3288,1,arteriosclerosis,lip
N107,increases_risk_of,N352,1,arteriosclerosis,sclerosis
N107,increases_risk_of,N46,1,arteriosclerosis,risk
N107,increases_risk_of,N6289,1,arteriosclerosis,attention
N107,treated_by,N1920,1,arteriosclerosis,ear
N107,treated_by,N352,1,arteriosclerosis,sclerosis
N107,treated_by,N374,1,arteriosclerosis,diet
N1076,associated_with,N234,1,xeroderma pigmentosum,fibroblasts
N1076,associated_with,N2557,1,xeroderma pigmentosum,ions
N1076,associated_with,N3512,1,xeroderma pigmentosum,procollagen
N1076,associated_with,N4055,1,xeroderma pigmentosum,asia
N1076,associated_with,N4080,1,xeroderma pigmentosum,extracellular matrix
N1076,associated_with,N4385,1,xeroderma pigmentosum,genes
N1076,associated_with,N4754,1,xeroderma pigmentosum,trifluoperazine
N1076,associated_with,N595,1,xeroderma pigmentosum,ataxia
N1076,associated_with,N74,1,xeroderma pigmentosum,collagen
N1076,associated_with,N900,1,xeroderma pigmentosum,ether
N1077,associated_with,N1920,1,ascites,ear
N1077,associated_with,N2557,1,ascites,ions
N1077,associated_with,N3016,1,ascites,patients
N1077,associated_with,N3793,1,ascites,cations
N1077,treated_by,N1285,1,ascites,blood
N1077,treated_by,N19,1,ascites,animals
N1077,treated_by,N221,1,ascites,microspheres
N1077,treated_by,N3016,1,ascites,patients
N1077,treated_by,N6337,1,ascites,radio
N1077,treated_by,N839,1,ascites,ascitic fluid
N1078,associated_with,N1062,1,constriction,hypertrophy
N1078,associated_with,N1186,1,constriction,infarction
N1078,associated_with,N1212,1,constriction,hemorrhage
N1078,associated_with,N1235,1,constriction,arachnoid
N1078,associated_with,N1267,1,constriction,inflammation
N1078,associated_with,N1285,4,constriction,blood
N1078,associated_with,N1398,1,constriction,arm
N1078,associated_with,N1802,1,constriction,depression
N1078,associated_with,N1920,1,constriction,ear
N1078,associated_with,N2069,1,constriction,subarachnoid hemorrhage
N1078,associated_with,N2103,2,constriction,feedback
N1078,associated_with,N217,1,constriction,blood pressure
N1078,associated_with,N245,1,constriction,norepinephrine
N1078,associated_with,N2539,1,constriction,plasma
N1078,associated_with,N2557,3,constriction,ions
N1078,associated_with,N289,1,constriction,platelet aggregation
N1078,associated_with,N293,1,constriction,thromboxane a2
N1078,associated_with,N3016,1,constriction,patients
N1078,associated_with,N303,2,constriction,aldosterone
N1078,associated_with,N316,1,constriction,mannitol
N1078,associated_with,N3537,1,constriction,pressure
N1078,associated_with,N3709,2,constriction,renin-angiotensin system
N1078,associated_with,N39,1,constriction,myocardial infarction
N1078,associated_with,N4099,1,constriction,forearm
N1078,associated_with,N42,1,constriction,tin
N1078,associated_with,N4385,1,constriction,genes
N1078,associated_with,N454,1,constriction,heparin
N1078,associated_with,N47,1,constriction,epinephrine
N1078,associated_with,N5110,1,constriction,lead
N1078,associated_with,N6012,1,constriction,health
N1078,associated_with,N7781,2,constriction,back
N1078,associated_with,N795,1,constriction,spasm
N1078,associated_with,N853,7,constriction,vasoconstriction
N1078,associated_with,N855,3,constriction,pons
N1078,associated_with,N89,3,constriction,renin
N1078,causes,N134,1,constriction,hypercapnia
N1078,causes,N149,1,constriction,nad
N1078,causes,N162,1,constriction,connective tissue
N1078,causes,N170,2,constriction,infant
N1078,causes,N18,1,constriction,syndrome
N1078,causes,N190,1,constriction,aorta
N1078,causes,N1920,1,constriction,ear
N1078,causes,N200,1,constriction,calcium
N1078,causes,N2111,2,constriction,cells
N1078,causes,N2171,2,constriction,reflex
N1078,causes,N24,1,constriction,hypoxia
N1078,causes,N2557,1,constriction,ions
